,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_sqr,AcidoCitrico_exp,Azucar_sqr,CloruroSodico_sqr,Densidad_raiz4,pH_ident,Sulfatos_raiz4,Alcohol_sqrt,CalifProductor_sqrt,PrecioBotella_sqr,prop_missings_sqr,aleatorio_raiz4,aleatorio2_log,Beneficio
2451,0.05,-0.09,72.3,0.041,0.98214,3.67,1.28,9.8,3,6.44,MB,Desc,Reg 2,0,0.2507938383870094,0.3123072525747005,7.503097173990769,13.003134370846709,25.842359111572815,9.382803628254452,1.2763692950312806,3.7765162590623613,1.3996446746351718,1.6601550554031799,1.6712221139600012,13.655581102741573,1e-08,0.9634243882674696,0.07648482387953992,856
2452,0.25,0.19,-47.4,0.038,0.9952,4.19,0.35,9.5,2,4.09,R,**,Reg 2,0,0.6342842146943207,0.04377119055712375,9.00025669986789,18.07720207484877,2.268951339241972,9.324497206243894,1.334145214160436,4.558881380461735,1.2988858081702728,1.6345479521067674,1.3645593560288818,4.406027679400936,1e-08,1.2149490361243862,-1.896771817991536,400
2453,-0.15,0.34,24.5,0.04,0.99111,3.59,0.48,12.1,2,5.22,R,**,Reg 1,0,0.9195127293059383,0.6812611861209175,6.142038316564481,21.566660754236345,13.359282144109013,9.363347962210915,1.316860282868635,3.6561523942316883,1.3144149408573969,1.844704477647779,1.3645593560288818,8.21758270533774,1e-08,1.333141507827636,0.8571676865465797,832
2454,-0.2,0.3,23.2,-0.29,1.00179,3.29,1.64,12.9,2,2.21,R,**,Reg 2,1,0.02195062212961707,0.07937715298207271,5.8230393316533515,20.57512370979586,13.076791642023633,4.045766433511137,1.3606580914049808,3.204787901116666,1.4333944222754693,1.90470874689682,1.3645593560288818,0.6757176973807427,3.670765282407223,0.5240505145990088,-1.2972273283857094,506
2455,1.52,0.25,1.4,0.459,0.97055,3.48,1.29,1.1,1,2.63,M,*,Reg 2,1,0.8729749900254281,0.5056952122812298,21.68329891332334,19.399560472804033,8.789397100757071,19.283509171006127,1.217568976206982,3.4906520800895136,1.4006156139922936,0.5562810448827074,0.9649150833430776,1.2261469851024211,3.670765282407223,1.3159436617645994,0.5589431791960556,336
2456,0.39,1.58,11.9,0.275,0.99851,3.62,1.68,8.9,2,1.62,R,***,Reg 1,0,0.2704789390329052,0.07574908397489377,10.129248265710121,92.77627073591538,10.748458716233548,14.490609622780195,1.3476575724465356,3.701288843543191,1.4370003893705292,1.5820908340698427,1.3645593560288818,0.17745101111516515,1e-08,0.9817968246021146,-1.3442648001763757,510
2457,0.22,1.45,-16.3,-0.022,1.03569,2.92,-0.72,13.1,2,5.45,B,***,Reg 3,0,0.5793897919311727,0.25705896110428983,8.76700635337258,79.61693292190606,5.932767405255133,8.1965317216697,1.477249663446237,2.6481050262748034,1.142814396981576,1.9194167371022182,1.3645593560288818,9.13771561304091,1e-08,1.1877632327229757,-0.11848488155360412,662
2458,0.22,0.37,15.0,-0.382,0.9992,2.62,0.16,12.5,2,3.09,R,**,Reg 1,2,0.4236003211059821,0.09189680697419267,8.76700635337258,22.34154720337408,11.364501982948893,2.9552570397029263,1.3504237383898698,2.1967405331597805,1.2751355939936424,1.8749466686227396,1.3645593560288818,2.0157776857135636,14.6822947699758,1.0983141769859432,-1.1500516480553389,623
2459,0.245,0.58,-3.0,0.032,0.97282,3.31,0.34,15.8,1,1.02,R,*,Reg 1,0,0.9798237988825336,0.39784913234812425,8.961168984824218,28.603924131622485,8.027009487901697,9.208429547303306,1.2297625596239867,3.234878867324334,1.297667953938572,2.1079541771269366,0.9649150833430776,0.00018729189093484868,1e-08,1.35448366854312,0.31885793593346967,315
2460,0.19,1.55,-97.8,0.192,0.99219,3.16,-0.72,12.8,1,2.18,B,***,Reg 1,0,0.3958702147240626,0.15774117450409986,8.536818271917417,89.55845084455443,1e-08,12.55233305209322,1.321490692460346,3.009196620766822,1.142814396981576,1.8973119960680735,0.9649150833430776,0.6426303816317633,1e-08,1.0798807950054472,-0.6078594351259851,946
2461,0.31,0.3,-18.0,0.34,0.992,3.54,0.56,6.5,1,1.25,M,Desc,Reg 2,0,0.8016461290695998,0.9860489125755557,9.47594418797894,20.57512370979586,5.687856710232597,16.105660770149594,1.3206796084552703,3.580924978712518,1.3237043623705567,1.3520610212905868,0.9649150833430776,0.028872223404241032,1e-08,1.288197872661847,1.2271173767743615,514
2462,-1.3,-0.77,1.4,0.064,1.00188,3.37,-0.55,6.7,2,1.28,M,*,Reg 1,0,0.9642427910652213,0.1822737551857917,0.9571534834872854,5.8419840983392435,8.789397100757071,9.835856950301238,1.361009596728652,3.3251517659473384,1.172029147710895,1.3727032474122791,1.3645593560288818,0.03621274977879284,1e-08,1.3490665878736896,-0.4629482267697553,288
2463,0.02,0.83,2.5,-0.463,0.96042,3.31,0.7,8.0,4,2.47,R,**,Reg 3,2,0.09848642456781764,0.07286094672774934,7.290261927763084,38.38649337960273,8.985397338026736,2.13661016702967,1.1581171701598458,3.234878867324334,1.3395053421307193,1.4999693351915184,1.9297524380738358,0.9972648983670934,14.6822947699758,0.7626687094247031,-1.3833580421554672,788
2464,-0.01,0.31,38.9,0.035,0.99572,2.68,1.73,9.8,2,1.62,M,***,Reg 2,0,0.007139975756196959,0.9260395007529056,7.080488946575546,20.81865019706756,16.690322707875147,9.266372512593511,1.3362952665906846,2.287013431782785,1.4414700136225784,1.6601550554031799,1.3645593560288818,0.17745101111516515,1e-08,0.39581108037439294,1.164300862036149,512
2465,-0.8,0.4,1.6,0.071,0.96101,3.04,0.62,8.7,3,4.18,R,*,Reg 3,2,0.6821901347741288,0.4517293545935569,2.6585422714176024,23.144275190703553,8.824872747181299,9.975862908169706,1.1618377186656705,2.828650823520813,1.3305452184831508,1.5642142459026955,1.6712221139600012,4.666414695636229,14.6822947699758,1.2372668650544145,0.4459935653149259,347
2466,1.55,-1.05,9.7,-0.923,1.02685,3.23,0.5,7.6,3,1.1,B,*,Reg 1,0,0.41102819457226325,0.8142522187112483,22.049247411558206,4.202204738793375,10.321680418862204,1e-08,1.4494872754806287,3.1145150024936608,1.3167557711853985,1.4619909733610332,1.6712221139600012,0.004627715422334123,1e-08,1.0900726986417637,1.0355922240384734,599
2467,0.3,0.21,21.05,0.033,0.99332,2.44,0.42,9.0,0,1.21,R,**,Reg 2,0,0.48520408488529054,0.38586947756564605,9.395812310782611,18.50765685017808,12.616220477826703,9.22772367702669,1.326283926915163,1.925921837290766,1.3073163705776225,1.5909538042725335,0.01,0.020376808493519562,1e-08,1.1362357914164187,0.28825162924463754,572
2468,0.31,0.18,51.0,0.565,1.04241,3.02,0.59,16.5,2,1.45,M,Desc,Reg 2,0,0.49597400025958194,0.4554734715676019,9.47594418797894,17.865743719993063,19.77569877544272,22.35498773975859,1.4973525056637207,2.7985598573131445,1.3271380135611126,2.154142291826831,1.3645593560288818,0.09349707376380757,1e-08,1.1424890759121142,0.4542554158028869,300
2469,-0.95,0.38,30.4,-0.115,0.99572,2.58,0.46,9.1,2,2.23,R,**,Reg 1,1,0.4417781301547793,0.19712421795918855,2.058809571367649,22.605981020997355,14.679293865893682,6.5918414892988295,1.3362952665906846,2.136558600744444,1.3120615369921187,1.5997676729483825,1.3645593560288818,0.6982373198760198,3.670765282407223,1.109911928001759,-0.38445094399975954,424
2470,-0.08,2.9,11.5,0.096,1.02797,3.11,0.49,13.4,3,1.03,B,***,Reg 2,0,0.83924841490518,0.19244052828483493,6.6029274656274,438.5022434469692,10.670219620757736,10.483961002279198,1.4530935524804236,2.9339692052476516,1.3155869179148063,1.9412697934373868,1.6712221139600012,0.00041935643518951736,1e-08,1.3030452700773298,-0.4085495102463706,790
2471,-0.06,-0.19,2.3,0.033,1.0739,2.03,0.54,15.2,3,4.99,R,***,Reg 2,1,0.1867071373163598,0.8720569108113443,6.737672344685519,11.559709521719391,8.949600170898359,9.22772367702669,1.5821884576735137,1.3090570300335675,1.3214003307741782,2.0675432794450237,1.6712221139600012,7.346267186806874,3.670765282407223,0.8949100977058817,1.1042107402891503,959
2472,0.24,0.28,82.4,0.191,0.9952,3.19,-0.62,10.7,2,4.94,M,**,Reg 1,0,0.4911233736144732,0.4425240633246248,8.922166332698326,20.096583377782547,29.002280303981113,12.52982838800673,1.334145214160436,3.054333070078324,1.1602659923424992,1.7347098341548826,1.3645593560288818,7.163310537678353,1e-08,1.1396854149477198,0.4253859406872593,406
2473,0.36,0.47,1.4,0.042,0.98972,2.14,0.95,10.1,2,2.06,MB,***,Reg 3,1,0.3855463644311041,0.2953526635145174,9.881707349027474,25.131266472764896,8.789397100757071,9.40227948633801,1.3108279443870252,1.4745573441757431,1.3664048490784464,1.6853731362001245,1.3645593560288818,0.5185865345630798,3.670765282407223,1.0727704482724558,0.02059061513302323,829
2474,-0.66,0.07,11.2,-0.416,0.997,3.15,0.87,10.0,3,2.14,R,*,Reg 3,1,0.5039121757274222,0.5680650462965292,3.2873638807030225,15.696754196914581,10.611727852894962,2.5954940482348237,1.3415439395217579,2.9941511376629877,1.3579700924631932,1.6770092450978342,1.6712221139600012,0.5998059142218048,3.670765282407223,1.1470332938593362,0.6753356706466325,579
2475,0.67,0.02,29.4,-0.348,0.97486,3.39,0.82,8.1,2,4.15,M,**,Reg 3,0,0.5379582450081701,0.5610889544776201,12.587299380017303,14.799917442285265,14.451186811562513,3.3383620294336356,1.2404194359358105,3.355242732155007,1.352617485654887,1.5093146148488465,1.3645593560288818,4.578788481965076,1e-08,1.1659351177926907,0.662970054360991,529
2476,0.36,-0.06,-39.1,0.021,0.96509,5.26,0.61,8.6,2,4.76,R,**,Reg 1,1,0.865533576016438,0.6360078725281192,9.881707349027474,13.47033477498471,3.0777416239686386,8.99752679498739,1.1866375352093836,6.168748072571984,1.3294123926703907,1.5551988962841705,1.3645593560288818,6.523769057448307,3.670765282407223,1.313130327165227,0.7883892368377763,805
2477,0.14,1.37,-24.0,0.608,0.9925,3.35,0.3,10.0,1,3.87,R,****,Reg 1,0,0.6729955956237651,0.4301747744923219,8.159976502914683,72.46437315598814,4.864727845616773,23.665650095209873,1.3228108426760106,3.2950607997396704,1.2927619230879497,1.6770092450978342,0.9649150833430776,3.80099438228341,1e-08,1.23307669653975,0.39705556978947726,796
2478,1.48,0.69,6.85,0.489,0.9786,3.1,0.34,4.4,3,1.43,M,Desc,Reg 3,1,0.7174154459698969,0.40734272032872854,21.20013110573929,32.55643628681798,9.781662663449067,20.129776632766607,1.2592725078292564,2.9189237221438176,1.297667953938572,1.1124272576592085,1.6712221139600012,0.08537350554240401,3.670765282407223,1.2529382407988368,0.3424644416286679,668
2479,0.7,-1.07,5.3,0.026,0.99987,3.21,0.57,8.9,1,1.08,B,**,Reg 3,2,0.24656813310671544,0.3814615445500913,12.866483702114765,4.104469022631789,9.494059827587463,9.093088801803423,1.3530935561613031,3.0844240362859927,1.324851880833038,1.5820908340698427,0.9649150833430776,0.0029639151443353285,14.6822947699758,0.9593403136810059,0.27674998870768314,791
2480,1.51,1.33,1.4,0.347,0.98984,3.97,0.45,10.1,1,4.22,M,*,Reg 1,1,0.7708085406629658,0.9539321581855421,21.56199658392064,69.13279061731409,8.789397100757071,16.284677749335838,1.3113520133554681,4.227880752177384,1.310880070504281,1.6853731362001245,0.9649150833430776,4.784541600786449,3.670765282407223,1.27562657954288,1.193989713155854,191
2481,0.35,0.24,2.0,0.128,0.99576,3.13,0.88,7.7,3,2.26,R,*,Reg 2,0,0.8449729170759394,0.8525371177329937,9.799874213475514,19.172633809843806,8.896038387165857,11.15274170323718,1.336460225962601,2.9640601714553196,1.359033052342798,1.471577455070095,1.6712221139600012,0.7327088716128716,1e-08,1.305261609099213,1.0815618367004542,373
2482,0.14,0.33,-35.2,0.481,0.9966,3.25,0.03,11.9,2,1.72,B,**,Reg 1,0,0.41184042066084536,0.9915944810834691,8.159976502914683,21.31438440173779,3.50026993290912,19.90232841010876,1.3399103485156791,3.1446059687013292,1.2580869031362205,1.829395913871815,1.3645593560288818,0.23929380403622752,1e-08,1.0906108120727118,1.2327280193718115,458
2483,0.72,-0.45,16.7,0.616,0.995,3.28,1.99,14.9,2,6.03,M,*,Reg 2,1,0.09249988767088657,0.028927737934445474,13.054307841868711,8.513026486252567,11.709619964097566,23.91361343052759,1.3333154960750198,3.189742418012831,1.4640672380476523,2.0470386933651192,1.3645593560288818,11.674822127297558,3.670765282407223,0.7508055964332939,-2.3158996212736045,423
2484,-0.82,0.37,2.0,0.598,0.9905,3.28,1.26,4.1,3,2.68,R,**,Reg 3,1,0.03386531635344703,0.9555720193347529,2.5741546396862898,22.34154720337408,8.896038387165857,23.35751320966449,1.3142232217220269,3.189742418012831,1.3976967114915158,1.073837326292432,1.6712221139600012,1.302517463164765,3.670765282407223,0.5840383308730556,1.1957080428278193,417
2485,-0.91,0.09,2.3,0.056,0.9609,3.63,-0.18,13.0,1,1.96,B,Desc,Reg 1,0,0.2515909643985461,0.9932568349464147,2.2112527546161735,16.07052568949711,8.949600170898359,9.677061663709878,1.1611467658097638,3.7163343266470252,1.2289877225867127,1.9120768840678688,0.9649150833430776,0.4253677259169082,1e-08,0.9641890017503714,1.2344037658154652,692
2486,-0.02,1.24,-57.8,0.05,0.99248,3.13,-0.04,9.4,5,2.4,R,***,Reg 2,0,0.19078692347812298,0.5482948425939707,7.011245122855285,62.18606429235193,1.429219997303507,9.55881326444718,1.322725790906645,2.9640601714553196,1.248612046206039,1.6259226327396366,2.1575230219663686,0.9045577185553026,1e-08,0.8997591382766361,0.6398864002592609,407
2487,0.27,0.95,3.1,-0.114,1.02073,2.43,2.08,10.0,2,3.28,M,Desc,Reg 2,1,0.7364663518676293,0.2759971925302229,9.157458189220398,44.20789094756438,9.093217533684061,6.608167389139336,1.4292896315940467,1.9108763541869325,1.4716509855964333,1.6770092450978342,1.3645593560288818,2.3989138783363075,3.670765282407223,1.2611745293120549,-0.047288065005749454,281
2488,-1.58,-0.47,-97.8,0.043,0.95181,2.72,0.48,10.5,3,1.08,R,Desc,Reg 2,1,0.659338077824653,0.487489802395747,0.3759305871170792,8.315028817872571,1e-08,9.421775536461586,1.0992172718401945,2.3471953641981216,1.3144149408573969,1.7184216620349,1.6712221139600012,0.0029639151443353285,3.670765282407223,1.2267726671741188,0.5222475575213447,311
2489,0.28,1.9,9.1,0.799,0.9948,3.44,0.54,11.1,3,2.44,M,**,Reg 2,0,0.8670211335618111,0.2976665758604309,9.236569311403342,135.19496745893426,10.20678676771362,29.938660913322128,1.3324842260984386,3.430470147674177,1.3214003307741782,1.7668357617615182,1.6712221139600012,0.9569795554811767,1e-08,1.3136941665727302,0.028405492529812965,389
2490,0.34,0.25,37.9,0.042,0.9964,3.02,1.42,11.4,1,1.33,MM,**,Reg 3,0,0.8532727190205005,0.7730115931852969,9.71838132959468,19.399560472804033,16.44703273140365,9.40227948633801,1.3390913073963675,2.7985598573131445,1.4130579264338148,1.7905519845242452,0.9649150833430776,0.05029260838687582,1e-08,1.3084551051092705,0.9835887360195368,322
2491,0.18,1.77,4.6,0.361,1.03624,3.21,0.87,11.3,1,2.37,B,***,Reg 3,0,0.3553196786206204,0.4844838115647033,8.460769414774614,116.01898384335882,9.365581328988675,16.64567993759121,1.478926020497263,3.0844240362859927,1.3579700924631932,1.7826816342808598,0.9649150833430776,0.866210306052408,1e-08,1.051096489867221,0.5160568861072501,927
2492,0.67,1.32,-1.7,0.237,1.02215,2.56,1.21,4.3,7,1.7,R,**,Reg 1,0,0.7541906772949973,0.7007736107970175,12.587299380017303,68.324108714551,8.248661127857734,13.585941697405582,1.434052429357052,2.106467634536776,1.3927908446731283,1.0997144190660368,2.5528078318668737,0.22618698625848305,1e-08,1.2686950227293283,0.8854238752739338,583
2493,0.26,0.18,-16.7,0.057,1.00938,3.1,0.91,13.7,3,6.3,M,**,Reg 1,0,0.8647248748951167,0.39605824222617647,9.078687318708582,17.865743719993063,5.874676940572598,9.69684040239373,1.38939023905082,2.9189237221438176,1.3622070560977269,1.9628795712311904,1.6712221139600012,12.96178300597203,1e-08,1.3128234944748736,0.31434159434982134,558
2494,0.2,0.37,80.0,0.319,1.00368,3.88,0.61,10.2,3,4.8,B,*,Reg 1,0,0.7085789080185374,0.14517544833134333,8.613207380731344,22.34154720337408,28.23490321194904,15.5745462923566,1.3679831993828697,4.092471404242877,1.3294123926703907,1.6936957248297226,1.6712221139600012,6.663305479210954,1e-08,1.2490621510259519,-0.6911016776801014,679
2495,0.26,0.49,48.9,0.02,0.99239,3.25,0.75,11.3,2,6.29,B,****,Reg 2,0,0.7177920205474199,0.3679900953199856,9.078687318708582,25.729692801047534,19.221464909968635,8.978474969744244,1.3223428547671308,3.1446059687013292,1.3450153884681553,1.7826816342808598,1.3645593560288818,12.91291811705386,1e-08,1.2531026254981927,0.24075586146032282,875
2496,0.24,0.49,5.8,-0.336,0.94423,3.91,1.55,17.0,2,5.71,R,**,Reg 3,1,0.002303715705184839,0.0713362962483447,8.922166332698326,25.729692801047534,9.5863660515697,3.479148558266341,1.0381402446708037,4.13760785355438,1.4251799856768803,2.186536533846195,1.3645593560288818,10.236649744816434,3.670765282407223,0.29842390633190813,-1.4046287274815905,751
2497,0.4,-0.95,-80.1,0.066,1.01648,3.12,-0.46,9.1,3,2.04,R,***,Reg 3,0,0.3180059429160871,0.6115736768466186,10.21244240794659,4.726920929083314,0.27990919567548295,9.875757692349277,1.4147427925026783,2.949014688351486,1.1866511201402727,1.5997676729483825,1.6712221139600012,0.49920451364031343,1e-08,1.0223433174599308,0.7491874885417352,523
2498,0.5,0.28,1.5,-0.002,1.03621,3.23,0.42,10.1,2,1.69,R,***,Reg 3,1,0.7254966374924825,0.7345022254347973,11.063097672223275,20.096583377782547,8.807125992838515,8.564443400519943,1.4788347297364348,3.1145150024936608,1.3073163705776225,1.6853731362001245,1.3645593560288818,0.21977200096839808,3.670765282407223,1.2564517807047955,0.9324593873096841,689
2499,1.43,0.24,17.8,0.047,0.98833,3.1,0.77,10.2,2,1.0,R,***,Reg 1,0,0.08587613818557094,0.7233433678629833,20.603827008859593,19.172633809843806,11.935682387205073,9.499961657356096,1.3047111557833748,2.9189237221438176,1.347200569337059,1.6936957248297226,1.3645593560288818,1e-08,1e-08,0.7369886307534543,0.9171416198034671,736
2500,0.31,-0.97,13.3,0.367,0.9982,3.01,0.47,12.2,3,1.55,M,**,Reg 3,0,0.6225298100432954,0.8319657041957005,9.47594418797894,4.616981259086225,11.024546195327929,16.8016066835304,1.3464092372577194,2.78351437420931,1.3132398204639042,1.8523113156095552,1.6712221139600012,0.13965185882231548,1e-08,1.2092807501054865,1.0571241947425758,370
2501,-1.02,1.87,-8.35,0.057,0.9538,3.14,1.99,8.6,3,1.55,M,*,Reg 1,0,0.6718603960326945,0.09826343500927126,1.8051336900211221,130.5059122506305,7.146602468995822,9.69684040239373,1.1136765790664191,2.979105654559154,1.4640672380476523,1.5551988962841705,1.6712221139600012,0.13965185882231548,1e-08,1.2325563871027256,-1.0827703378791917,333
2502,0.53,0.02,0.9,0.035,1.01944,3.24,0.35,11.0,2,1.23,MB,**,Reg 2,0,0.5775217823745553,0.932355353198336,11.324929159093257,14.799917442285265,8.701020574269977,9.266372512593511,1.4249212030259981,3.1295604855974952,1.2988858081702728,1.75885929197249,1.3645593560288818,0.024439951150497304,1e-08,1.1868047151899745,1.1711010481273023,462
2503,0.59,0.39,52.1,0.063,0.96568,3.38,2.2,12.6,2,2.05,MB,**,Reg 3,0,0.231849183688846,0.04802961427455865,11.857778927953655,22.873544668585676,20.069155510591923,9.815936867337252,1.1900977522874754,3.3401972490511724,1.481583742247996,1.8824313029327113,1.3645593560288818,0.5088493829021006,1e-08,0.944691469178514,-1.80307655542495,644
2504,0.86,0.51,3.15,-0.409,1.04315,3.43,0.47,8.9,3,1.5,R,*,Reg 2,0,0.7458388358026592,0.5205531655611355,14.407185007312561,26.34236887160916,9.102231576163518,2.667654751637585,1.4995173294382231,3.415424664570343,1.3132398204639042,1.5820908340698427,1.6712221139600012,0.11542093630316781,1e-08,1.2651680115434334,0.5879246449427544,576
2505,0.785,0.49,7.7,0.049,0.996,3.05,-0.99,9.3,2,5.84,M,*,Reg 2,0,0.33589194874729156,0.5749892357270487,13.67413574848392,25.729692801047534,9.941202298288076,9.539175870043465,1.3374487017716763,2.8436963066246466,1.0912139508992347,1.6172513124352552,1.3645593560288818,10.809510398899238,1e-08,1.0364247113794591,0.6874599160867555,247
2506,-0.58,0.0,-33.1,0.048,0.97429,3.19,0.43,4.0,2,3.91,R,**,Reg 3,0,0.23053933252263026,0.3464530641209287,3.67663266163959,14.455698009804815,3.7390384008299464,9.519558667679771,1.237469426084599,3.054333070078324,1.3085075077357102,1.060662058931799,1.3645593560288818,3.907678269933885,1e-08,0.9433543843428532,0.18037659130454425,487
2507,0.98,1.61,67.7,0.052,0.9986,3.2,0.69,15.0,3,1.89,M,*,Reg 1,0,0.5568700080880167,0.12410222760331535,15.619873266960257,96.10970634813332,24.463579388943057,9.598148629374668,1.348019343387575,3.0693785531821587,1.3383951350573489,2.053896300258465,1.6712221139600012,0.36560536261648213,1e-08,1.1760496674889558,-0.8484288181745121,321
2508,0.26,0.61,1.9,0.066,1.00161,4.2,0.87,10.9,6,1.0,B,**,Reg 1,0,0.10992885595479307,0.41721465751128006,9.078687318708582,29.631658255803234,8.878220183777703,9.875757692349277,1.3599542623752916,4.573926863565569,1.3579700924631932,1.7508464835263349,2.363443823825282,1e-08,1e-08,0.7839153661663668,0.36643467373960764,602
2509,1.16,1.14,56.2,0.519,0.99516,3.35,0.51,15.2,2,4.28,M,*,Reg 1,0,0.5473311751335822,0.16402713208080943,17.530773607636107,55.28304322765727,21.18198996673815,20.994216930544685,1.3339793943702998,3.2950607997396704,1.3179215200280583,2.0675432794450237,1.3645593560288818,4.964500430487525,1e-08,1.1709807889548587,-0.568681456957389,399
2510,0.23,-1.07,-82.1,0.034,0.99121,3.03,0.56,11.3,3,2.18,M,**,Reg 2,0,0.9672053361841315,0.45250458464272203,8.84441621719989,4.104469022631789,0.22023728879573606,9.247037998790091,1.317291079705055,2.8136053404169785,1.3237043623705567,1.7826816342808598,1.6712221139600012,0.6426303816317633,1e-08,1.3501016106494046,0.44770981733618015,576
2511,-0.48,1.66,-43.0,0.039,0.95321,3.85,3.38,12.2,3,3.67,R,**,Reg 3,0,0.6445921858423389,0.4226970469159831,4.193841288211737,101.93370620933297,2.682381814528666,9.343912488207392,1.1094483987226238,4.047334954931375,1.5700368381856584,1.8523113156095552,1.6712221139600012,3.289722719836996,1e-08,1.219855335612668,0.37950252926063194,661
2512,0.27,1.47,-22.8,-0.434,0.9934,3.15,1.16,15.8,3,5.36,M,Desc,Reg 3,0,0.8125473218183324,0.35713850239853984,9.157458189220398,81.5127732644218,5.024209287273569,2.41448116277498,1.3266213070186355,2.9941511376629877,1.3878325828799931,2.1079541771269366,1.6712221139600012,8.771849814529737,1e-08,1.2925550809792925,0.21078899977552845,250
2513,0.02,-0.57,39.2,0.036,1.02731,3.88,-0.2,12.1,2,1.0,R,*,Reg 1,0,0.5394417114104801,0.557475830326875,7.290261927763084,7.392011422633159,16.763658014912753,9.285727218436952,1.4509716799127212,4.092471404242877,1.2261062639322466,1.844704477647779,1.3645593560288818,1e-08,1e-08,1.166738072062931,0.6565049205440325,570
2514,0.14,0.74,-96.2,0.055,0.9933,3.26,0.45,10.2,3,4.37,R,Desc,Reg 1,1,0.3764093508869113,0.45920905942904533,8.159976502914683,34.529272201317355,0.0022959426508739364,9.657303117066048,1.3261995416470844,3.159651451805163,1.310880070504281,1.6936957248297226,1.6712221139600012,5.240667736984565,3.670765282407223,1.066357392937987,0.46243097684491236,576
2515,0.36,0.27,34.9,0.028,0.99186,2.17,-0.65,14.2,1,2.56,B,***,Reg 3,0,0.46052194482113173,0.8092620025507556,9.881707349027474,19.861503278456823,15.727880158794115,9.131454948809973,1.3200810099805333,1.5196937934872452,1.1551132304898426,1.9983766440698616,0.9649150833430776,1.1231041765811831,1e-08,1.1215018569312882,1.0294416165414901,915
2516,0.51,0.3,-27.7,0.645,1.00309,2.5,0.42,5.6,3,2.35,R,**,Reg 2,0,0.20665354433967043,0.34175298361315465,11.150034582842142,20.57512370979586,4.3891855404144415,24.82331355052481,1.3657091625753268,2.016194735913771,1.3073163705776225,1.2549763362551583,1.6712221139600012,0.8411067763797688,1e-08,0.9179089546883314,0.16670085420208286,434
2517,0.17,0.49,-8.6,-0.541,0.95383,3.09,0.51,10.2,5,3.16,R,***,Reg 1,0,0.5760927071020295,0.564093479851363,8.38506080930294,25.729692801047534,7.106712312387586,1.4734943890611296,1.1138902885026187,2.903878239039983,1.3179215200280583,1.6936957248297226,2.1575230219663686,2.1530572643348487,1e-08,1.1860698535799037,0.6683145450153292,547
2518,0.24,0.27,11.4,0.034,0.96721,3.42,-1.31,9.0,3,2.27,MM,*,Reg 3,0,0.23890954383751795,0.22651248521129663,8.922166332698326,19.861503278456823,10.650704502542137,9.247037998790091,1.1989329242893705,3.400379181466509,1.018661210455411,1.5909538042725335,1.6712221139600012,0.7443839536568723,1e-08,0.9518026397735138,-0.24520966563099322,166
2519,0.59,0.42,45.1,0.086,0.99546,5.26,0.6,11.5,4,6.86,M,**,Reg 1,0,0.3406943539946682,0.7273704081765958,11.857778927953655,23.695387234266697,18.238589129312757,10.279207361633933,1.3352215386780062,6.168748072571984,1.3282766635037482,1.7983878917978593,1.9297524380738358,15.84549949449939,1e-08,1.0401095204962663,0.9226966363664395,352
2520,0.25,0.35,53.2,-0.923,0.9947,3.03,0.34,10.5,3,2.59,MM,*,Reg 1,1,0.7449500113972253,0.9726839566101481,9.00025669986789,21.821923041342732,20.36477357936346,1e-08,1.332068007030989,2.8136053404169785,1.297667953938572,1.7184216620349,1.6712221139600012,1.1667116858379931,3.670765282407223,1.2647909168758018,1.2134648130933476,395
2521,0.5,0.36,1.8,0.084,0.99704,1.16,0.3,14.3,5,2.44,R,*,Reg 2,0,0.1251320852736062,0.12378894039007238,11.063097672223275,22.080206604480747,8.860419842650893,10.238498937985117,1.341706970761255,0.0001,1.2927619230879497,2.0054006611261896,2.1575230219663686,0.9569795554811767,1e-08,0.8097161635439585,-0.850964980041005,678
2522,0.91,0.49,-16.5,-0.272,0.9928,2.17,1.45,13.8,4,3.29,B,**,Reg 3,0,0.34472719829080367,0.6443018291074316,14.906517377921043,25.729692801047534,5.90368644839118,4.279117086701666,1.3240846550555123,1.5196937934872452,1.4158830440152241,1.9700301549058021,1.9297524380738358,2.4200017650978407,1e-08,1.0431738840940583,0.8013540448162797,660
2523,0.3,-0.04,1.4,0.557,1.03133,2.95,-0.25,10.5,3,1.66,R,**,Reg 1,0,0.6363717230648946,0.20050328186619104,9.395812310782611,13.791090714159829,8.789397100757071,22.115262756768853,1.4637542802409773,2.6932414755863063,1.2188123559923267,1.7184216620349,1.6712221139600012,0.20108073949329203,1e-08,1.2159474339026004,-0.3674186438024786,479
2524,0.26,-0.1,-61.7,0.455,0.99077,2.95,-0.5,12.2,4,5.2,R,**,Reg 1,1,0.8130357588267592,0.8081964536712469,9.078687318708582,12.851030002557737,1.164129659827517,19.17204656815939,1.3153924022147718,2.6932414755863063,1.1802194969521624,1.8523113156095552,1.9297524380738358,8.139878208125948,3.670765282407223,1.2927492805949319,1.0281233764232973,771
